epoch,accuracy,loss,val_accuracy,val_loss
0,0.12880738079547882,5.740703105926514,0.17893359065055847,5.242080211639404
1,0.1930340826511383,5.162357807159424,0.22235743701457977,4.998828887939453
2,0.2165401130914688,5.028039932250977,0.23595108091831207,4.921848297119141
3,0.22263404726982117,4.991728782653809,0.23859623074531555,4.906564712524414
