epoch,accuracy,loss,val_accuracy,val_loss
0,0.2694547176361084,4.739322185516357,0.33105701208114624,4.373325824737549
1,0.331159770488739,4.346333980560303,0.3457270860671997,4.284402847290039
2,0.34418797492980957,4.26540994644165,0.35273659229278564,4.24006462097168
3,0.34949514269828796,4.230620861053467,0.35667550563812256,4.216708183288574
4,0.3549014925956726,4.196344375610352,0.360452264547348,4.19265604019165
5,0.35766345262527466,4.179094314575195,0.3622145354747772,4.181752681732178
6,0.35895097255706787,4.170433044433594,0.36228784918785095,4.1817145347595215
7,0.3605538010597229,4.1602606773376465,0.3642851710319519,4.170429706573486
8,0.36269545555114746,4.146310329437256,0.3656470477581024,4.160250663757324
9,0.36441177129745483,4.135635852813721,0.3670373857021332,4.1526947021484375
10,0.3655567169189453,4.12821626663208,0.36778464913368225,4.147944450378418
11,0.3662165701389313,4.124019622802734,0.36830466985702515,4.144440650939941
