epoch,accuracy,loss,val_accuracy,val_loss
0,0.19952492415905,4.959609508514404,0.263886958360672,4.445361137390137
1,0.2785159647464752,4.327134609222412,0.29642316699028015,4.253233909606934
2,0.29826200008392334,4.206912517547607,0.30826136469841003,4.178549766540527
3,0.30724775791168213,4.149982929229736,0.3150695264339447,4.1350555419921875
4,0.3124648630619049,4.115970611572266,0.3191063106060028,4.11032247543335
5,0.3160131871700287,4.092860221862793,0.3225659728050232,4.089555740356445
6,0.31855279207229614,4.075829029083252,0.3247656524181366,4.073541641235352
7,0.32060232758522034,4.062139987945557,0.3265743851661682,4.061647415161133
8,0.3223087191581726,4.05110502243042,0.3283683657646179,4.0527448654174805
9,0.3236638307571411,4.041878700256348,0.32923364639282227,4.0428361892700195
10,0.3248845040798187,4.034059524536133,0.3309605121612549,4.032515048980713
11,0.3258821964263916,4.0272746086120605,0.3318520784378052,4.027929782867432
12,0.3268306255340576,4.021195888519287,0.3331873416900635,4.0199432373046875
13,0.3276335597038269,4.015496730804443,0.33413106203079224,4.014242172241211
14,0.32838231325149536,4.010440349578857,0.33489108085632324,4.007471084594727
15,0.3291006088256836,4.005882263183594,0.33564549684524536,4.003623008728027
16,0.32972991466522217,4.00186824798584,0.3361397087574005,3.9992926120758057
17,0.33031365275382996,3.998082399368286,0.33707210421562195,3.992877721786499
18,0.3308038115501404,3.9946208000183105,0.33760523796081543,3.9902353286743164
19,0.3313286006450653,3.991483688354492,0.33832406997680664,3.985051393508911
20,0.3317679166793823,3.988414764404297,0.3391280770301819,3.978986978530884
21,0.33226537704467773,3.985593557357788,0.33983540534973145,3.9750466346740723
22,0.3326469957828522,3.982938766479492,0.34046316146850586,3.9710962772369385
23,0.33304113149642944,3.9803802967071533,0.3409822881221771,3.966858386993408
24,0.33341386914253235,3.97806453704834,0.34157148003578186,3.9612176418304443
25,0.3337843418121338,3.975860357284546,0.34205958247184753,3.958125114440918
26,0.33414289355278015,3.9737603664398193,0.3427222967147827,3.954439878463745
27,0.3344546854496002,3.971896171569824,0.34345686435699463,3.950596809387207
28,0.33473122119903564,3.9700193405151367,0.34402626752853394,3.9464588165283203
29,0.33502668142318726,3.9684298038482666,0.344628244638443,3.9418087005615234
30,0.3352878987789154,3.9668455123901367,0.3452244699001312,3.938178300857544
31,0.33550897240638733,3.965393543243408,0.34551286697387695,3.933624744415283
32,0.33577537536621094,3.964073657989502,0.3463019132614136,3.930544376373291
33,0.3359629213809967,3.9628281593322754,0.34670916199684143,3.9276933670043945
34,0.33614546060562134,3.961817741394043,0.34723198413848877,3.9229047298431396
35,0.3363649547100067,3.9607558250427246,0.3478110134601593,3.9194962978363037
36,0.3365386724472046,3.9599573612213135,0.34842613339424133,3.915431261062622
37,0.3366214632987976,3.9591965675354004,0.34879496693611145,3.9121148586273193
38,0.33678290247917175,3.958514451980591,0.34929201006889343,3.909128427505493
39,0.3369116485118866,3.9578440189361572,0.34973201155662537,3.905919075012207
40,0.33696720004081726,3.957540512084961,0.3500768542289734,3.9034485816955566
41,0.3370496928691864,3.9570679664611816,0.3504822254180908,3.9007339477539062
42,0.3371069133281708,3.956718921661377,0.3508710563182831,3.8983497619628906
43,0.33712151646614075,3.956430196762085,0.3511589467525482,3.8961496353149414
44,0.3371947109699249,3.9561455249786377,0.35146549344062805,3.895164728164673
45,0.33720195293426514,3.955857992172241,0.35161879658699036,3.89347243309021
46,0.33727532625198364,3.9556705951690674,0.35178035497665405,3.892598867416382
47,0.3372867703437805,3.9552838802337646,0.3517720103263855,3.89215087890625
48,0.33733633160591125,3.9549753665924072,0.3518005311489105,3.8918654918670654
49,0.33737072348594666,3.9547817707061768,0.35179951786994934,3.8918025493621826
