epoch,accuracy,loss,val_accuracy,val_loss
0,0.19622594118118286,4.915685653686523,0.2881467640399933,3.9348068237304688
1,0.30383890867233276,3.8030436038970947,0.32691988348960876,3.64847469329834
2,0.3270561695098877,3.6241912841796875,0.33985012769699097,3.549476385116577
3,0.3376069962978363,3.540517807006836,0.3475830554962158,3.4911465644836426
4,0.34424567222595215,3.4883997440338135,0.3523053228855133,3.4549832344055176
5,0.3487720489501953,3.452411413192749,0.3556913733482361,3.43066668510437
6,0.35219982266426086,3.4252443313598633,0.35837334394454956,3.408102035522461
7,0.35498014092445374,3.403538465499878,0.36059680581092834,3.3914928436279297
8,0.3573558032512665,3.385342597961426,0.3628658354282379,3.3772597312927246
9,0.35937076807022095,3.3698573112487793,0.3641645312309265,3.3668060302734375
10,0.3611529469490051,3.356252431869507,0.3655093312263489,3.3569881916046143
11,0.3626805245876312,3.344390869140625,0.3668808341026306,3.348276376724243
12,0.36415600776672363,3.333608865737915,0.3679708242416382,3.338074207305908
13,0.3654075860977173,3.3241376876831055,0.36887580156326294,3.3315536975860596
14,0.3665558993816376,3.3154430389404297,0.36998724937438965,3.3246896266937256
15,0.3675786256790161,3.3078784942626953,0.3708345890045166,3.3198471069335938
16,0.36853256821632385,3.300994634628296,0.3713033199310303,3.314436912536621
17,0.36934196949005127,3.29500150680542,0.37207940220832825,3.3104867935180664
18,0.3700390160083771,3.289947032928467,0.37264198064804077,3.3067092895507812
19,0.3706524968147278,3.285537004470825,0.3730596899986267,3.3038394451141357
20,0.3711240887641907,3.2821719646453857,0.3733491897583008,3.301910400390625
21,0.3715137839317322,3.279402732849121,0.3735155165195465,3.3008720874786377
22,0.37174323201179504,3.2775893211364746,0.3736251890659332,3.300118923187256
23,0.3718763589859009,3.2765684127807617,0.37363147735595703,3.3001716136932373
