epoch,accuracy,loss,val_accuracy,val_loss
0,0.18738552927970886,4.971341133117676,0.2775585651397705,3.949647903442383
1,0.2937150001525879,3.816342830657959,0.3179428279399872,3.6567764282226562
2,0.3188740909099579,3.6279726028442383,0.33287766575813293,3.547682046890259
3,0.3302188515663147,3.5405712127685547,0.34022489190101624,3.492614984512329
4,0.33720076084136963,3.486675500869751,0.34535279870033264,3.452843427658081
5,0.3421156406402588,3.448777437210083,0.34903353452682495,3.4249839782714844
6,0.3457840383052826,3.4203197956085205,0.3518314063549042,3.406163215637207
7,0.3487202227115631,3.3978116512298584,0.35444945096969604,3.3874027729034424
8,0.3511156439781189,3.37925386428833,0.3564838767051697,3.373582363128662
9,0.3532004952430725,3.363551139831543,0.35813936591148376,3.3632123470306396
10,0.3550277650356293,3.3498694896698,0.3594910204410553,3.35107159614563
11,0.3566357493400574,3.3376893997192383,0.3607329726219177,3.3403568267822266
12,0.3581125736236572,3.3268051147460938,0.36212852597236633,3.332509756088257
13,0.35945454239845276,3.317065954208374,0.3631753921508789,3.3260180950164795
14,0.36062169075012207,3.3082923889160156,0.3640606999397278,3.3185930252075195
15,0.3617335259914398,3.300358533859253,0.3649252951145172,3.3130850791931152
16,0.3627067804336548,3.293239116668701,0.36585739254951477,3.3081464767456055
17,0.36356332898139954,3.28708815574646,0.36641639471054077,3.3033368587493896
18,0.3643057346343994,3.281667709350586,0.3670603036880493,3.299468517303467
19,0.3649337887763977,3.277167558670044,0.36733776330947876,3.2973713874816895
20,0.36545753479003906,3.273561477661133,0.36768049001693726,3.295372486114502
21,0.3658238351345062,3.270738124847412,0.367901086807251,3.2940711975097656
22,0.36609452962875366,3.2687556743621826,0.36796748638153076,3.293623447418213
23,0.36626651883125305,3.2676637172698975,0.36797672510147095,3.2934720516204834
