epoch,accuracy,loss,val_accuracy,val_loss
0,0.21233996748924255,4.699804306030273,0.30326688289642334,3.7768683433532715
1,0.3226061463356018,3.616203784942627,0.3390362560749054,3.5200107097625732
2,0.345736026763916,3.442016363143921,0.35110825300216675,3.435516595840454
3,0.3566487729549408,3.358370780944824,0.35807275772094727,3.3843324184417725
